,genres,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,movie_title,plot_keywords,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,title_year,imdb_score
130,Mystery|Thriller,Mystery,Thriller,,,,,,,Angels & Demons,conclave|illuminati|murder|reference to bernini|reference to raphael,conclave,illuminati,murder,reference to bernini,reference to raphael,English,USA,2009,6.7
131,Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,Thor,battle|marvel cinematic universe|scientist|thor|throne,battle,marvel cinematic universe,scientist,thor,throne,English,USA,2011,7
132,Adventure|Animation|Comedy|Drama|Family,Adventure,Animation,Comedy,Drama,Family,,,,Bolt,cat|dog|hamster|new york city|superpower,cat,dog,hamster,new york city,superpower,English,USA,2008,6.9
133,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,G-Force,fbi director|guinea pig|household appliance|secret agent|talking mouse,fbi director,guinea pig,household appliance,secret agent,talking mouse,English,USA,2009,5.1
134,Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,Wrath of the Titans,ares|hades|titan|underworld|zeus,ares,hades,titan,underworld,zeus,English,USA,2012,5.8
135,Comedy|Fantasy|Horror,Comedy,Fantasy,Horror,,,,,,Dark Shadows,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,camera shot of feet,cartoon on tv,female stockinged feet,female stockinged soles,foot closeup,English,USA,2012,6.2
136,Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,Mission: Impossible - Rogue Nation,capture|computer hacker|mission|rogue agent|spy,capture,computer hacker,mission,rogue agent,spy,English,China,2015,7.4
137,Drama|Fantasy|Horror|Thriller,Drama,Fantasy,Horror,Thriller,,,,,The Wolfman,asylum|death|full moon|transformation|werewolf,asylum,death,full moon,transformation,werewolf,English,USA,2010,5.8
138,Action|Adventure|Drama|Romance,Action,Adventure,Drama,Romance,,,,,The Legend of Tarzan,africa|capture|jungle|male objectification|tarzan,africa,capture,jungle,male objectification,tarzan,English,USA,2016,6.6
139,Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,Bee Movie,bee|dream sequence|egg|scatological humor|squashed bug,bee,dream sequence,egg,scatological humor,squashed bug,English,USA,2007,6.2
140,Action|Adventure|Animation|Comedy|Family,Action,Adventure,Animation,Comedy,Family,,,,Kung Fu Panda 2,china|kung fu|panda|peacock|tigress,china,kung fu,panda,peacock,tigress,English,USA,2011,7.3
141,Action|Adventure|Family|Fantasy,Action,Adventure,Family,Fantasy,,,,,The Last Airbender,avatar|fire|kingdom|tribe|water,avatar,fire,kingdom,tribe,water,English,USA,2010,4.2
142,Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,Mission: Impossible III,arms dealer|fictional government agency|mission|rescue|vatican,arms dealer,fictional government agency,mission,rescue,vatican,English,USA,2006,6.9
143,Action|Drama|Thriller,Action,Drama,Thriller,,,,,,White House Down,black u.s. president|president|secret service|tour|white house,black u.s. president,president,secret service,tour,white house,English,USA,2013,6.4
144,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Action,Adventure,Animation,Comedy,Family,Sci-Fi,,,Mars Needs Moms,boy|martian|rescue|robot|sexism,boy,martian,rescue,robot,sexism,English,USA,2011,5.4
145,Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,Flushed Away,boat|frog|rat|sewer|toad,boat,frog,rat,sewer,toad,English,UK,2006,6.7
146,Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,Pan,1940s|child hero|fantasy world|orphan|reference to peter pan,1940s,child hero,fantasy world,orphan,reference to peter pan,English,USA,2015,5.8
147,Adventure|Animation|Comedy|Family|Sci-Fi,Adventure,Animation,Comedy,Family,Sci-Fi,,,,Mr. Peabody & Sherman,dog|father son relationship|inventor|talking dog|time travel,dog,father son relationship,inventor,talking dog,time travel,English,USA,2014,6.9
148,Adventure,Adventure,,,,,,,,Troy,greek|mythology|prince|trojan|troy,greek,mythology,prince,trojan,troy,English,USA,2004,7.2
149,Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,Madagascar 3: Europe's Most Wanted,animal|circus|island name in title|lemur|penguin,animal,circus,island name in title,lemur,penguin,English,USA,2012,6.9
150,Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,Die Another Day,catfight|clinic|colonel|diamond|patricide,catfight,clinic,colonel,diamond,patricide,English,UK,2002,6.1
151,Action|Comedy|Fantasy|Sci-Fi,Action,Comedy,Fantasy,Sci-Fi,,,,,Ghostbusters,ghost|ghostbuster|ghostbusters|male objectification|reboot,ghost,ghostbuster,ghostbusters,male objectification,reboot,English,USA,2016,5.5
152,Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,Armageddon,asteroid|astronaut|bomb|meteorite|outer space,asteroid,astronaut,bomb,meteorite,outer space,English,USA,1998,6.6
153,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Action,Adventure,Comedy,Family,Fantasy,Mystery,Sci-Fi,,Men in Black II,alien|lingerie|lingerie model|m.i.b.|pug,alien,lingerie,lingerie model,m.i.b.,pug,English,USA,2002,6.1
154,Action|Adventure|Animation|Fantasy,Action,Adventure,Animation,Fantasy,,,,,Beowulf,creature|demon|king|reward|warrior,creature,demon,king,reward,warrior,English,USA,2007,6.3
155,Action|Adventure|Animation|Comedy|Family,Action,Adventure,Animation,Comedy,Family,,,,Kung Fu Panda 3,china|kung fu|panda|pig|village,china,kung fu,panda,pig,village,English,USA,2016,7.2
156,Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,Mission: Impossible - Ghost Protocol,dubai|kremlin|race against time|russian|terrorist,dubai,kremlin,race against time,russian,terrorist,English,USA,2011,7.4
157,Adventure|Animation|Family|Fantasy,Adventure,Animation,Family,Fantasy,,,,,Rise of the Guardians,belief|box office hit|children|new york city|tooth,belief,box office hit,children,new york city,tooth,English,USA,2012,7.3
158,Comedy|Crime,Comedy,Crime,,,,,,,Fun with Dick and Jane,animal abuse|ceo|heist|suburb|unemployment,animal abuse,ceo,heist,suburb,unemployment,English,USA,2005,6.1
159,Action|Drama|History|War,Action,Drama,History,War,,,,,The Last Samurai,captain|emperor|honor|japan|samurai,captain,emperor,honor,japan,samurai,English,USA,2003,7.7
160,Action|Adventure|Drama,Action,Adventure,Drama,,,,,,Exodus: Gods and Kings,egypt|exodus|moses|pharaoh|plague,egypt,exodus,moses,pharaoh,plague,English,UK,2014,6.1
161,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,Star Trek,box office hit|future|lifted by the throat|star trek|vulcan,box office hit,future,lifted by the throat,star trek,vulcan,English,USA,2009,8
162,Action|Adventure|Fantasy|Romance,Action,Adventure,Fantasy,Romance,,,,,Spider-Man,evil|goblin|spider|spider man|superhero,evil,goblin,spider,spider man,superhero,English,USA,2002,7.3
163,Action|Adventure|Animation|Comedy|Family|Fantasy,Action,Adventure,Animation,Comedy,Family,Fantasy,,,How to Train Your Dragon 2,dragon|father son relationship|husband wife relationship|mother son relationship|viking,dragon,father son relationship,husband wife relationship,mother son relationship,viking,English,USA,2014,7.9
164,Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,Gods of Egypt,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,ancient egypt,egypt,egyptian,egyptian god,egyptian goddess,English,USA,2016,5.5
165,Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,Stealth,artificial intelligence|box office flop|fighter jet|navy|pilot,artificial intelligence,box office flop,fighter jet,navy,pilot,English,USA,2005,5
166,Action|Drama|Mystery|Sci-Fi,Action,Drama,Mystery,Sci-Fi,,,,,Watchmen,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,conspiracy,cynicism,false promise of the american dream,male full frontal nudity,male nudity,English,USA,2009,7.7
167,Action|Crime|Thriller,Action,Crime,Thriller,,,,,,Lethal Weapon 4,kung fu|lapd|martial arts|private investigator|triad,kung fu,lapd,martial arts,private investigator,triad,English,USA,1998,6.6
168,Action|Sci-Fi,Action,Sci-Fi,,,,,,,Hulk,1980s|c 130 hercules|monster|panzer|san francisco california,1980s,c 130 hercules,monster,panzer,san francisco california,English,USA,2003,5.7
169,Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,G.I. Joe: Retaliation,general|gi joe|martial arts|ninja|president,general,gi joe,martial arts,ninja,president,English,USA,2013,5.8
170,Action|Adventure|Comedy|Thriller,Action,Adventure,Comedy,Thriller,,,,,Sahara,beach|civil war|desert|dictator|ship,beach,civil war,desert,dictator,ship,English,UK,2005,6
171,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Action,Adventure,Animation,Fantasy,Romance,Sci-Fi,,,Final Fantasy: The Spirits Within,general|military|scientist|soldier|year 2065,general,military,scientist,soldier,year 2065,English,USA,2001,6.4
172,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,Captain America: The First Avenger,arctic|captain america|scientist|tesseract|war bond,arctic,captain america,scientist,tesseract,war bond,English,USA,2011,6.9
173,Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,The World Is Not Enough,british|oil|scientist|terrorist|tycoon,british,oil,scientist,terrorist,tycoon,English,UK,1999,6.4
174,Action|Adventure|Drama|History|War,Action,Adventure,Drama,History,War,,,,Master and Commander: The Far Side of the World,1800s|napoleonic wars|pursuit|royal navy|ship,1800s,napoleonic wars,pursuit,royal navy,ship,English,USA,2003,7.4
175,Adventure|Drama|Fantasy|Romance,Adventure,Drama,Fantasy,Romance,,,,,The Twilight Saga: Breaking Dawn - Part 2,battle|friend|super strength|vampire|vision,battle,friend,super strength,vampire,vision,English,USA,2012,5.5
176,Animation|Comedy|Family|Musical,Animation,Comedy,Family,Musical,,,,,Happy Feet 2,3d|antarctica|krill|penguin|sequel,3d,antarctica,krill,penguin,sequel,English,Australia,2011,5.9
177,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,The Incredible Hulk,antidote|cure|hulk|marvel cinematic universe|opening action scene,antidote,cure,hulk,marvel cinematic universe,opening action scene,English,USA,2008,6.8
178,Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,Miami Vice            ,cult tv|detective|drugs|police|undercover,cult tv,detective,drugs,police,undercover,English,USA,NA,7.5
179,Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,The BFG,cannibal|evil brother|giant|london england|queen,cannibal,evil brother,giant,london england,queen,English,UK,2016,6.8
180,Adventure|Drama|Thriller|Western,Adventure,Drama,Thriller,Western,,,,,The Revenant,bear attack|cauterizing a wound|native american|revenge|survival,bear attack,cauterizing a wound,native american,revenge,survival,English,USA,2015,8.1
181,Adventure|Animation|Comedy|Family|Sport,Adventure,Animation,Comedy,Family,Sport,,,,Turbo,accident|freak accident|race|snail|underdog,accident,freak accident,race,snail,underdog,English,USA,2013,6.5
182,Adventure|Animation|Comedy|Family|Western,Adventure,Animation,Comedy,Family,Western,,,,Rango,chameleon|lizard|sheriff|water|western town,chameleon,lizard,sheriff,water,western town,English,USA,2011,7.2
183,Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,Penguins of Madagascar,little girl|park|spy|statue of liberty|television van,little girl,park,spy,statue of liberty,television van,English,USA,2014,6.7
184,Action|Mystery|Thriller,Action,Mystery,Thriller,,,,,,The Bourne Ultimatum,action hero|cia|dark past|flashback|memory,action hero,cia,dark past,flashback,memory,English,USA,2007,8.1
185,Action|Adventure|Animation|Comedy|Family,Action,Adventure,Animation,Comedy,Family,,,,Kung Fu Panda,kung fu|kung fu master|master|panda|snow leopard,kung fu,kung fu master,master,panda,snow leopard,English,USA,2008,7.6
186,Action|Adventure|Comedy|Sci-Fi,Action,Adventure,Comedy,Sci-Fi,,,,,Ant-Man,ant|chinatown san francisco|heist|sabotage|vault,ant,chinatown san francisco,heist,sabotage,vault,English,USA,2015,7.4
187,Adventure|Sci-Fi|Thriller,Adventure,Sci-Fi,Thriller,,,,,,The Hunger Games: Catching Fire,president|snow|television|tour|uprising,president,snow,television,tour,uprising,English,USA,2013,7.6
188,Adventure|Drama|Fantasy|Romance,Adventure,Drama,Fantasy,Romance,,,,,The Twilight Saga: Breaking Dawn - Part 2,battle|friend|super strength|vampire|vision,battle,friend,super strength,vampire,vision,English,USA,2012,5.5
189,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,,Home,alien friendship|alien invasion|australia|flying car|mother daughter relationship,alien friendship,alien invasion,australia,flying car,mother daughter relationship,English,USA,2015,6.7
190,Adventure|Sci-Fi|Thriller,Adventure,Sci-Fi,Thriller,,,,,,War of the Worlds,alien|fight|storm|survival|tripod,alien,fight,storm,survival,tripod,English,USA,2005,6.5
191,Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,Bad Boys II,cuba|dea|drugs|money|undercover,cuba,dea,drugs,money,undercover,English,USA,2003,6.6
192,Action|Adventure|Animation|Comedy|Family|Fantasy,Action,Adventure,Animation,Comedy,Family,Fantasy,,,Puss in Boots,betrayal|egg|friend|goose|hero,betrayal,egg,friend,goose,hero,English,USA,2011,6.7
193,Action|Crime|Mystery|Thriller,Action,Crime,Mystery,Thriller,,,,,Salt,cia|on the run|russian|russian spy|strong female lead,cia,on the run,russian,russian spy,strong female lead,English,USA,2010,6.4
194,Action|Adventure|Drama,Action,Adventure,Drama,,,,,,Noah,ark|flood|noah's ark|water|wrath of god,ark,flood,noah's ark,water,wrath of god,English,USA,2014,5.8
195,Action|Adventure|Family|Mystery,Action,Adventure,Family,Mystery,,,,,The Adventures of Tintin,captain|morocco|ship|tintin|treasure,captain,morocco,ship,tintin,treasure,English,USA,2011,7.4
196,Adventure|Family|Fantasy|Mystery,Adventure,Family,Fantasy,Mystery,,,,,Harry Potter and the Prisoner of Azkaban,magic|muggle|serial killer|traitor|wizard,magic,muggle,serial killer,traitor,wizard,English,UK,2004,7.8
197,Adventure|Drama|Romance|War,Adventure,Drama,Romance,War,,,,,Australia,australia|cattle|darwin|drover|japanese,australia,cattle,darwin,drover,japanese,English,Australia,2008,6.6
198,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,After Earth,box office flop|father son team|fear|race against time|real life father and son playing father and son,box office flop,father son team,fear,race against time,real life father and son playing father and son,English,USA,2013,4.9
199,Adventure|Animation|Family|Thriller,Adventure,Animation,Family,Thriller,,,,,Dinosaur,egg|iguanodon|lemur|meteor|nesting grounds,egg,iguanodon,lemur,meteor,nesting grounds,English,USA,2000,6.5
200,Action|Fantasy,Action,Fantasy,,,,,,,Harry Potter and the Deathly Hallows: Part II,,,,,,,English,UK,2011,7.5
201,Adventure|Comedy|Family|Fantasy,Adventure,Comedy,Family,Fantasy,,,,,Night at the Museum: Secret of the Tomb,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,museum,museum of natural history manhattan new york city,night watchman,star died before release,tablet,English,USA,2014,6.2
202,Action|Animation|Comedy|Family|Sci-Fi,Action,Animation,Comedy,Family,Sci-Fi,,,,Megamind,battle|city|planet|prison|superhero,battle,city,planet,prison,superhero,English,USA,2010,7.3
203,Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,Harry Potter and the Sorcerer's Stone,based on novel|birthday|evil wizard|quidditch|wizard,based on novel,birthday,evil wizard,quidditch,wizard,English,UK,2001,7.5
204,Action|Comedy|Fantasy,Action,Comedy,Fantasy,,,,,,R.I.P.D.,drug dealer|gold|partner|police|undead,drug dealer,gold,partner,police,undead,English,USA,2013,5.6
205,Action|Adventure|Drama|Horror|Sci-Fi,Action,Adventure,Drama,Horror,Sci-Fi,,,,Godzilla Resurgence,blood|godzilla|monster|sequel,blood,godzilla,monster,sequel,,Japanese,Japan,2016,8.2
206,Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,Pirates of the Caribbean: The Curse of the Black Pearl,caribbean|curse|governor|pirate|undead,caribbean,curse,governor,pirate,undead,English,USA,2003,8.1
207,Fantasy,Fantasy,,,,,,,,Harry Potter and the Deathly Hallows: Part I,,,,,,,English,UK,2010,6.4
208,Adventure|Sci-Fi|Thriller,Adventure,Sci-Fi,Thriller,,,,,,The Hunger Games: Mockingjay - Part 1,based on young adult novel|manipulation|rebellion|symbol|uprising,based on young adult novel,manipulation,rebellion,symbol,uprising,English,USA,2014,6.7
209,Mystery|Thriller,Mystery,Thriller,,,,,,,The Da Vinci Code,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,based on supposedly true story,holy grail,mary magdalene,opus dei,secret,English,USA,2006,6.6
210,Adventure|Animation|Comedy|Family|Musical,Adventure,Animation,Comedy,Family,Musical,,,,Rio 2,amazon|bird|father in law|jungle|no opening credits,amazon,bird,father in law,jungle,no opening credits,English,USA,2014,6.4
211,Action|Adventure|Fantasy|Sci-Fi|Thriller,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,X-Men 2,mutant|prison|professor|school|x men,mutant,prison,professor,school,x men,English,Canada,2003,7.5
212,Action|Crime|Thriller,Action,Crime,Thriller,,,,,,Fast Five,drug lord|drugs|federal agent|heist|police,drug lord,drugs,federal agent,heist,police,English,USA,2011,7.3
213,Action|Adventure|Crime|Mystery|Thriller,Action,Adventure,Crime,Mystery,Thriller,,,,Sherlock Holmes: A Game of Shadows,factory|gypsy|investigation|sherlock holmes|train,factory,gypsy,investigation,sherlock holmes,train,English,USA,2011,7.5
